SYMBOL,SERIES,CLOSE,LAST,ISIN
SKIPPER,EQ,101.8,103,INE439E01022
SKMEGGPROD,EQ,139.95,140.25,INE411D01015
SKYGOLD,EQ,332.65,338,INE01IU01018
SMARTLINK,EQ,155.95,156,INE178C01020
SMCGLOBAL,EQ,74.15,74.2,INE103C01036
SMLISUZU,EQ,877.9,879.4,INE294B01019
SMLT,EQ,174.35,172,INE017W01010
SMSLIFE,EQ,555.75,554.25,INE320X01016
SMSPHARMA,EQ,72.1,72.55,INE812G01025
SNOWMAN,EQ,33.1,32.9,INE734N01019
SOBHA,EQ,443.75,444,INE671H01015
SOFTTECH,EQ,144.65,144,INE728Z01015
SOLARA,EQ,374.9,376.4,INE624Z01016
SOLARINDS,EQ,3799.15,3802,INE343H01029
SOMANYCERA,EQ,508.1,509,INE355A01028
SOMICONVEY,EQ,46.5,46.7,INE323J01019
SONACOMS,EQ,444.35,444.25,INE073K01018
SONAMCLOCK,EQ,39.5,39.5,INE00LM01011
SONATSOFTW,EQ,848.65,850.75,INE269A01021
SOTL,EQ,264.9,266,INE035D01020
SOUTHBANK,EQ,15.4,15.4,INE683A01023
SOUTHWEST,EQ,133.25,133,INE980Y01015
SPAL,EQ,327.9,326.5,INE212I01016
SPANDANA,EQ,561.55,560.1,INE572J01011
SPARC,EQ,187.15,187.15,INE232I01014
SPCENET,EQ,18.1,18.1,INE970N01027
SPECIALITY,EQ,211.8,212.5,INE247M01014
SPENCERS,EQ,57.35,57.05,INE020801028
SPIC,EQ,66.05,66,INE147A01011
SPICEJET,EQ,32,32.05,INE285B01017
SPLIL,EQ,62.35,62.85,INE978G01016
SPLPETRO,EQ,372.25,372,INE663A01033
SPMLINFRA,EQ,23.55,23.55,INE937A01023
SPORTKING,EQ,666.65,664.7,INE885H01011
SREEL,EQ,177.3,178,INE099F01013
SRF,EQ,2439.25,2436.1,INE647A01010
SRHHYPOLTD,EQ,512.6,516,INE917H01012
SRPL,EQ,52,51.1,INE008Z01012
SSWL,EQ,159.15,160.05,INE802C01033
STAR,EQ,315,313.9,INE939A01011
STARCEMENT,EQ,115.15,114.9,INE460H01021
STARHEALTH,EQ,601.4,596,INE575P01011
STARPAPER,EQ,163.85,163,INE733A01018
STARTECK,EQ,112.95,115.45,INE992I01013
STCINDIA,EQ,74.65,75.15,INE655A01013
STEELCAS,EQ,479.8,479,INE124E01020
STEELCITY,EQ,63.4,63.7,INE395H01011
STEELXIND,EQ,15.6,15.6,INE503B01021
STEL,EQ,143.05,145.7,INE577L01016
STERTOOLS,EQ,436.55,437,INE334A01023
STLTECH,EQ,161.35,161,INE089C01029
STOVEKRAFT,EQ,387.4,390,INE00IN01015
STYLAMIND,EQ,1045,1040.05,INE239C01020
STYRENIX,EQ,800.35,797.05,INE189B01011
SUBEXLTD,EQ,32.45,32.35,INE754A01055
SUBROS,EQ,299.95,299.55,INE287B01021
SUDARSCHEM,EQ,415.95,417.85,INE659A01023
SUKHJITS,EQ,394.8,394,INE450E01011
SULA,EQ,389.75,387,INE142Q01026
SUMICHEM,EQ,425.15,425.75,INE258G01013
SUMMITSEC,EQ,596.7,595,INE519C01017
SUNCLAYLTD,EQ,3813.55,3800.5,INE105A01035
SUNDARAM,EQ,2.45,2.5,INE108E01023
SUNDARMFIN,EQ,2331.95,2325,INE660A01013
SUNDARMHLD,EQ,83.05,82.6,INE202Z01029
SUNDRMBRAK,EQ,338.65,337.9,INE073D01013
SUNDRMFAST,EQ,995.2,994,INE387A01021
SUNFLAG,EQ,152.45,153.05,INE947A01014
SUNPHARMA,EQ,1003.5,1003.75,INE044A01036
SUNTECK,EQ,296.75,296.5,INE805D01034
SUNTV,EQ,429.05,429.85,INE424H01027
SUPERHOUSE,EQ,235.55,235.4,INE712B01010
SUPERSPIN,EQ,7.3,7.35,INE662A01027
SUPRAJIT,EQ,351.8,350.2,INE399C01030
SUPREMEENG,EQ,1,1,INE319Z01021
SUPREMEIND,EQ,2636.75,2640,INE195A01028
SUPREMEINF,EQ,24.75,24.75,INE550H01011
SUPRIYA,EQ,220.45,221.9,INE07RO01027
SURANASOL,EQ,19.7,19.8,INE272L01022
SURANAT&P,EQ,9.25,9.35,INE130B01031
SURYALAXMI,EQ,50.65,50.5,INE713B01026
SURYAROSNI,EQ,751.1,753.5,INE335A01012
SURYODAY,EQ,100.25,100.2,INE428Q01011
SUTLEJTEX,EQ,44.8,45,INE645H01027
SUULD,EQ,14.35,14.25,INE591Q01016
SUVEN,EQ,56.25,56.05,INE495B01038
SUVENPHAR,EQ,464.9,464.5,INE03QK01018
SUVIDHAA,EQ,4.45,4.45,INE018401013
SUZLON,EQ,8.05,8.05,INE040H01021
SVPGLOB,EQ,9,9,INE308E01029
SWANENERGY,EQ,224.5,227,INE665A01038
SWARAJENG,EQ,1554.75,1553,INE277A01016
SWELECTES,EQ,332.45,334.75,INE409B01013
SWSOLAR,EQ,298.6,298.5,INE00M201021
SYMPHONY,EQ,995.8,998.9,INE225D01027
SYNCOMF,EQ,6.4,6.45,INE312C01025
SYNGENE,EQ,616.15,618.65,INE398R01022
SYRMA,EQ,294.75,294.5,INE0DYJ01015
TAINWALCHM,EQ,108.95,107.45,INE123C01018
TAJGVK,EQ,210,208.55,INE586B01026
TAKE,EQ,16.5,16.5,INE142I01023
TALBROAUTO,EQ,447.8,448.2,INE187D01011
TANLA,EQ,625.4,628,INE483C01032
TARAPUR,EQ,3.4,3.4,INE747K01017
TARC,EQ,46.3,46.5,INE0EK901012
TARMAT,EQ,72.55,72.85,INE924H01018
TARSONS,EQ,570.1,571.05,INE144Z01023
TASTYBITE,EQ,9381.25,9401,INE488B01017
TATACHEM,EQ,1026.15,1025.7,INE092A01019
TATACOFFEE,EQ,209.1,209.1,INE493A01027
TATACOMM,EQ,1266.05,1268,INE151A01013
TATACONSUM,EQ,719.6,718,INE192A01025
TATAELXSI,EQ,6283.5,6270,INE670A01012
TATAINVEST,EQ,2065.45,2065,INE672A01018
TATAMETALI,EQ,769.85,770.5,INE056C01010
TATAMOTORS,EQ,469.5,468.85,INE155A01022
TATAMTRDVR,EQ,235.4,235.4,IN9155A01020
TATAPOWER,EQ,196.3,196.2,INE245A01021
TATASTEEL,EQ,107.5,107.6,INE081A01020
TATASTLLP,EQ,652.95,656,INE674A01014
TATVA,EQ,1647.1,1649.95,INE0GK401011
TBZ,EQ,67.1,66.9,INE760L01018
TCI,EQ,612.45,614.75,INE688A01022
TCIEXP,EQ,1526.55,1530,INE586V01016
TCNSBRANDS,EQ,460.45,460,INE778U01029
TCPLPACK,EQ,1450.2,1463,INE822C01015
TCS,EQ,3188.85,3192,INE467B01029
TDPOWERSYS,EQ,158.25,158.45,INE419M01027
TEAMLEASE,EQ,2190.95,2199,INE985S01024
TECH,EQ,28.93,28.91,INF209KB11D8
TECHIN,EQ,10.25,10.25,INE778A01021
TECHM,EQ,1086.85,1085.8,INE669C01036
TECHNOE,EQ,337.9,339,INE285K01026
TEGA,EQ,699.4,698.8,INE011K01018
TEJASNET,EQ,640.5,643.1,INE010J01012
TEMBO,EQ,191.5,192.85,INE869Y01010
TERASOFT,EQ,36.1,35.7,INE482B01010
TEXINFRA,EQ,52.5,52.6,INE435C01024
TEXMOPIPES,EQ,49.25,49,INE141K01013
TEXRAIL,EQ,45.3,45.2,INE621L01012
TFCILTD,EQ,72.7,72.5,INE305A01015
TFL,EQ,9.7,9.65,INE804H01012
TGBHOTELS,EQ,8.9,9.05,INE797H01018
THANGAMAYL,EQ,1041.05,1044.8,INE085J01014
THEINVEST,EQ,72.15,71.2,INE924D01017
THEMISMED,EQ,1333.35,1340,INE083B01016
THERMAX,EQ,2274.4,2265.55,INE152A01029
THOMASCOOK,EQ,64.2,63.65,INE332A01027
THOMASCOTT,EQ,45.6,45.5,INE480M01011
THYROCARE,EQ,483.2,482.25,INE594H01019
TI,EQ,116.75,117,INE133E01013
TIDEWATER,EQ,864.1,866,INE484C01030
TIIL,EQ,1516.3,1505.05,INE545H01011
TIINDIA,EQ,2598.55,2603,INE974X01010
TIJARIA,EQ,5.25,5.25,INE440L01017
TIMESGTY,EQ,56.15,56.95,INE289C01025
TIMETECHNO,EQ,83.45,83.15,INE508G01029
TIMKEN,EQ,2972.1,2965.25,INE325A01013
TINPLATE,EQ,322.6,321.1,INE422C01014
TIPSFILMS,EQ,418.55,418.5,INE0LQS01015
TIPSINDLTD,EQ,1667.6,1670.25,INE716B01011
TIRUMALCHM,EQ,181.8,182.5,INE338A01024
TIRUPATIFL,EQ,10.45,10.4,INE319Y01024
TITAN,EQ,2585.65,2580,INE280A01028
TMB,EQ,406.35,407.5,INE668A01016
TNIDETF,EQ,53.08,53.5,INF277KA1364
TNPETRO,EQ,77.05,77,INE148A01019
TNPL,EQ,239.3,242,INE107A01015
TOKYOPLAST,EQ,96.1,96.45,INE932C01012
TORNTPHARM,EQ,1577.55,1579.8,INE685A01028
TORNTPOWER,EQ,539,535.55,INE813H01021
TOTAL,EQ,130.65,130.6,INE336X01012
TOUCHWOOD,EQ,206.7,206.7,INE486Y01013
TPLPLASTEH,EQ,29.7,29.75,INE413G01022
TRACXN,EQ,70.15,70.15,INE0HMF01019
TREEHOUSE,EQ,16.6,16.6,INE040M01013
TREJHARA,EQ,56.5,57,INE00CA01015
TRENT,EQ,1361.8,1357.2,INE849A01020
TRF,EQ,164.15,165,INE391D01019
TRIDENT,EQ,31.45,31.45,INE064C01022
TRIGYN,EQ,94.65,94.6,INE948A01012
TRIL,EQ,63.8,63.85,INE763I01026
TRITURBINE,EQ,341.4,340.6,INE152M01016
TRIVENI,EQ,265.8,266.2,INE256C01024
TRU,EQ,56.7,56.5,INE615R01029
TTKHLTCARE,EQ,1288.5,1294,INE910C01018
TTKPRESTIG,EQ,712.75,715.5,INE690A01028
TTL,EQ,77.55,77.25,INE592B01016
TTML,EQ,62.3,62.25,INE517B01013
TV18BRDCST,EQ,30.2,30.15,INE886H01027
TVSELECT,EQ,361.2,361.6,INE236G01019
TVSMOTOR,EQ,1162.95,1161.6,INE494B01023
TVSSRICHAK,EQ,2755.95,2745.9,INE421C01016
TVTODAY,EQ,194.6,194.5,INE038F01029
TVVISION,EQ,2.6,2.6,INE871L01013
TWL,EQ,281.3,281,INE615H01020
UBL,EQ,1387.75,1390.4,INE686F01025
UCALFUEL,EQ,117.95,118.25,INE139B01016
UCOBANK,EQ,26.35,26.4,INE691A01018
UDAICEMENT,EQ,28.25,28.05,INE225C01029
UFLEX,EQ,383.8,384,INE516A01017
UFO,EQ,69.3,70,INE527H01019
UGARSUGAR,EQ,100.35,100.5,INE071E01023
UGROCAP,EQ,155.65,156.4,INE583D01011
UJJIVAN,EQ,257.95,257.5,INE334L01012
UJJIVANSFB,EQ,26.75,26.75,INE551W01018
ULTRACEMCO,EQ,7655.25,7662,INE481G01011
UMAEXPORTS,EQ,42.85,43.2,INE0GIU01018
UMANGDAIRY,EQ,58.7,58.6,INE864B01027
UMESLTD,EQ,4.15,4.35,INE240C01028
UNICHEMLAB,EQ,369.5,367.95,INE351A01035
UNIDT,EQ,228.05,227.15,INE961D01019
UNIENTER,EQ,153.3,153.95,INE037A01022
UNIINFO,EQ,19.7,19.7,INE481Z01011
UNIONBANK,EQ,69.7,69.7,INE692A01016
UNIPARTS,EQ,515.05,514.5,INE244O01017
UNITEDPOLY,EQ,104.1,103.2,INE368U01011
UNITEDTEA,EQ,280.5,280,INE458F01011
UNIVASTU,EQ,84.7,85,INE562X01013
UNIVCABLES,EQ,400.9,399,INE279A01012
UNIVPHOTO,EQ,398.95,399,INE03V001013
UNOMINDA,EQ,501.6,502,INE405E01023
UPL,EQ,737,740,INE628A01036
URJA,EQ,8.1,8.1,INE550C01020
USHAMART,EQ,219.6,219.65,INE228A01035
UTIAMC,EQ,700.45,696.2,INE094J01016
UTIBANKETF,EQ,42.54,42.45,INF789F1AUV1
UTINEXT50,EQ,40.5,40.6,INF789F1AUW9
UTINIFTETF,EQ,1897,1897,INF789FB1X41
UTISENSETF,EQ,640.98,642.55,INF789FB1X58
UTISXN50,EQ,49.09,48.27,INF789F1AUU3
UTTAMSUGAR,EQ,255.65,257.4,INE786F01031
V2RETAIL,EQ,81.65,81.05,INE945H01013
VADILALIND,EQ,2006.15,2010,INE694D01016
VAIBHAVGBL,EQ,306.4,306.8,INE884A01027
VAISHALI,EQ,144.35,144.45,INE972X01014
VAKRANGEE,EQ,16.9,16.95,INE051B01021
VALIANTORG,EQ,464.05,465,INE565V01010
VARDHACRLC,EQ,49.3,49.35,INE116G01013
VARDMNPOLY,EQ,37.4,37.4,INE835A01011
VARROC,EQ,264.1,264,INE665L01035
VASCONEQ,EQ,28.2,28.25,INE893I01013
VASWANI,EQ,21,21.05,INE590L01019
VBL,EQ,1429.55,1426,INE200M01013
VCL,EQ,2.25,2.2,INE098201036
VEDL,EQ,275.7,276,INE205A01025
VENKEYS,EQ,1554.05,1553,INE398A01010
VENUSPIPES,EQ,854.35,848.1,INE0JA001018
VENUSREM,EQ,196.35,196,INE411B01019
VERANDA,EQ,192.05,194.85,INE0IQ001011
VERTOZ,EQ,217,217.1,INE188Y01015
VESUVIUS,EQ,1699.2,1700,INE386A01015
VETO,EQ,86.85,87.5,INE918N01018
VGUARD,EQ,256,256.15,INE951I01027
VHL,EQ,2696.2,2704,INE701A01023
VIDHIING,EQ,368.1,370.9,INE632C01026
VIJAYA,EQ,387.95,387.5,INE043W01024
VIJIFIN,EQ,2.45,2.45,INE159N01027
VIKASECO,EQ,2.75,2.75,INE806A01020
VIKASLIFE,EQ,3.25,3.25,INE161L01027
VIMTALABS,EQ,355.2,355,INE579C01029
VINATIORGA,EQ,2026.85,2024.25,INE410B01037
VINDHYATEL,EQ,1715.4,1730,INE707A01012
VINEETLAB,EQ,48.3,47.3,INE505Y01010
VINYLINDIA,EQ,551.55,550,INE250B01029
VIPCLOTHNG,EQ,44.2,44.3,INE450G01024
VIPIND,EQ,598.15,599,INE054A01027
VIPULLTD,EQ,14.7,14.7,INE946H01037
VISAKAIND,EQ,378.8,376,INE392A01013
VISESHINFO,EQ,0.45,0.5,INE861A01058
VISHAL,EQ,19.2,19.25,INE755Q01025
VISHNU,EQ,285.7,287.2,INE270I01022
VISHWARAJ,EQ,15.5,15.5,INE430N01022
VIVIDHA,EQ,1,1,INE370E01029
VLSFINANCE,EQ,158.45,158,INE709A01018
VMART,EQ,2145.4,2149.7,INE665J01013
VOLTAMP,EQ,2787.35,2791,INE540H01012
VOLTAS,EQ,823.5,823,INE226A01021
VRLLOG,EQ,639.95,637.9,INE366I01010
VSSL,EQ,411,410.9,INE050M01012
VSTIND,EQ,3273.7,3279.75,INE710A01016
VSTTILLERS,EQ,2472.7,2470,INE764D01017
VTL,EQ,308.55,306.75,INE825A01020
WABAG,EQ,354.5,354.5,INE956G01038
WALCHANNAG,EQ,64.75,64.75,INE711A01022
WATERBASE,EQ,67.3,67.7,INE054C01015
WEALTH,EQ,291.9,286,INE658T01017
WEBELSOLAR,EQ,80.75,80.9,INE855C01015
WEIZMANIND,EQ,83.35,83.4,INE080A01014
WEL,EQ,227.05,228,INE02WG01016
WELCORP,EQ,219.75,221,INE191B01025
WELENT,EQ,128.65,128.55,INE625G01013
WELINV,EQ,279.85,279.85,INE389K01018
WELSPUNIND,EQ,81.15,80.4,INE192B01031
WENDT,EQ,8517.55,8520.25,INE274C01019
WESTLIFE,EQ,702.2,702,INE274F01020
WEWIN,EQ,42.65,41.7,INE082W01014
WHEELS,EQ,506.15,507.7,INE715A01015
WHIRLPOOL,EQ,1337.1,1344,INE716A01013
WILLAMAGOR,EQ,18.95,18.65,INE210A01017
WINDLAS,EQ,248.25,249,INE0H5O01029
WINDMACHIN,EQ,40.65,40.75,INE052A01021
WINPRO,EQ,2.6,2.6,INE974C01022
WIPRO,EQ,368.3,367.25,INE075A01022
WOCKPHARMA,EQ,169.7,169.7,INE049B01025
WONDERLA,EQ,441.95,440,INE066O01014
WORTH,EQ,99.1,99.5,INE196Y01018
WSI,EQ,45.6,45.6,INE100D01014
WSTCSTPAPR,EQ,566.4,564.5,INE976A01021
XCHANGING,EQ,57.95,58,INE692G01013
XELPMOC,EQ,115,115,INE01P501012
XPROINDIA,EQ,668.35,669.05,INE445C01015
YAARI,EQ,14.25,14.25,INE126M01010
YESBANK,EQ,15.35,15.25,INE528G01035
YUKEN,EQ,535.55,531.65,INE384C01016
ZEEL,EQ,208.15,208.95,INE256A01028
ZEELEARN,EQ,3.85,3.9,INE565L01011
ZEEMEDIA,EQ,8.8,8.9,INE966H01019
ZENITHSTL,EQ,4.55,4.55,INE318D01020
ZENSARTECH,EQ,280.25,280.65,INE520A01027
ZENTEC,EQ,311.25,310,INE251B01027
ZFCVINDIA,EQ,9983.6,9995,INE342J01019
ZIMLAB,EQ,77.6,77.25,INE518E01015
ZODIAC,EQ,116.2,116.05,INE761Y01019
ZODIACLOTH,EQ,91.3,91.5,INE206B01013
ZOMATO,EQ,53.85,54,INE758T01015
ZOTA,EQ,274.15,274.95,INE358U01012
ZUARI,EQ,132.9,133.45,INE840M01016
ZUARIIND,EQ,123.15,123.6,INE217A01012
ZYDUSLIFE,EQ,503.65,503.25,INE010B01027
ZYDUSWELL,EQ,1545.55,1544,INE768C01010
